pt_root_id,strategy_axon_extended_curr,strategy_axon_extended_prev,strategy_axon,cell_type,in_column,curr_num_syn,prev_num_syn,shared_syns
864691136136766845,False,False,axon_interareal,L3b,False,54.0,54.0,54.0
864691135565770007,True,True,axon_partially_extended,DTC,True,542.0,542.0,542.0
864691135988854016,True,True,axon_partially_extended,L2a,True,253.0,253.0,253.0
864691135739733140,False,False,axon_interareal,L4a,False,95.0,95.0,95.0
864691135693735103,True,True,axon_partially_extended,L5a,True,237.0,237.0,237.0
864691136194355176,False,False,axon_interareal,L3a,False,80.0,80.0,80.0
864691135692949951,False,False,axon_interareal,L3a,False,341.0,341.0,341.0
864691135455123562,False,False,axon_interareal,L3a,False,136.0,136.0,136.0
864691135428676144,False,False,axon_interareal,L2a,False,110.0,110.0,110.0
864691135502730562,False,False,axon_interareal,L3a,False,72.0,72.0,72.0
864691135323237532,True,True,axon_partially_extended,ITC,True,359.0,359.0,359.0
864691135946676260,False,False,axon_interareal,L3a,False,168.0,168.0,168.0
864691136123919654,True,True,axon_partially_extended,PTC,False,4996.0,4996.0,4996.0
864691136175901190,True,True,axon_fully_extended,L6short-a,True,943.0,943.0,943.0
864691135572385061,False,False,axon_interareal,L3a,False,184.0,184.0,184.0
864691135946994785,True,True,axon_partially_extended,PTC,True,2930.0,2930.0,2930.0
864691135571546917,True,True,axon_partially_extended,DTC,True,3246.0,3246.0,3246.0
864691135155894884,True,True,axon_fully_extended,L2c,False,965.0,965.0,965.0
864691136602371025,False,False,axon_interareal,L3a,False,360.0,360.0,360.0
864691136066069400,False,False,axon_interareal,L2c,False,235.0,235.0,235.0
864691135511632080,True,True,axon_partially_extended,ITC,True,394.0,394.0,394.0
864691135274631397,True,True,axon_partially_extended,L5ET,True,614.0,614.0,614.0
864691135491204327,False,False,axon_interareal,L3a,False,106.0,106.0,106.0
864691135561619681,True,True,axon_partially_extended,PTC,True,2425.0,2425.0,2425.0
864691135915450982,True,True,axon_partially_extended,STC,True,183.0,183.0,183.0
864691135684284914,True,True,axon_partially_extended,PTC,False,1557.0,1557.0,1557.0
864691135323181212,True,True,axon_partially_extended,DTC,True,1456.0,1456.0,1456.0
864691136066728600,True,True,axon_partially_extended,PTC,True,4928.0,4928.0,4928.0
864691135609687047,True,True,axon_partially_extended,L4c,False,397.0,397.0,397.0
864691135114178969,True,True,axon_fully_extended,L5b,True,1097.0,1097.0,1097.0
864691135463695429,False,False,axon_interareal,L3a,False,279.0,279.0,279.0
864691136227297105,True,True,axon_partially_extended,DTC,True,1148.0,1148.0,1148.0
864691136118618136,False,False,axon_interareal,L3b,False,274.0,274.0,274.0
864691135614771147,True,True,axon_fully_extended,L3a,True,806.0,806.0,806.0
864691135699487522,True,True,axon_fully_extended,DTC,False,14019.0,14019.0,14019.0
864691135807648541,True,True,axon_partially_extended,DTC,True,471.0,471.0,471.0
864691135270320293,False,False,axon_interareal,L3a,False,39.0,39.0,39.0
864691135358995288,False,False,axon_interareal,L3a,False,121.0,121.0,121.0
864691135132887456,True,True,axon_partially_extended,STC,True,549.0,549.0,549.0
864691136903387826,True,True,axon_partially_extended,DTC,True,1440.0,1440.0,1440.0
864691135501703746,False,False,axon_interareal,L3a,False,228.0,228.0,228.0
864691136912172017,True,True,axon_partially_extended,L4c,False,484.0,484.0,484.0
864691135855890478,True,True,axon_fully_extended,L2c,False,1264.0,1264.0,1264.0
864691136273370302,True,True,axon_partially_extended,L6short-a,True,791.0,791.0,791.0
864691136662432990,True,True,axon_partially_extended,PTC,True,6649.0,6649.0,6649.0
864691135117980637,True,True,axon_partially_extended,L4a,False,395.0,395.0,395.0
864691136136778621,False,False,axon_interareal,L2c,False,308.0,308.0,308.0
864691135864188286,False,False,axon_interareal,L2a,False,157.0,157.0,157.0
864691135577202181,True,True,axon_fully_extended,DTC,False,2793.0,2793.0,2793.0
864691135940847270,False,False,axon_interareal,L3b,False,218.0,218.0,218.0
864691136136766589,False,False,axon_interareal,L3a,False,93.0,93.0,93.0
864691135639556411,True,True,axon_fully_extended,L5b,True,550.0,550.0,550.0
864691135952121379,False,False,axon_interareal,L3b,False,91.0,91.0,91.0
864691135113360025,True,True,axon_partially_extended,PTC,False,2101.0,2101.0,2101.0
864691135994804394,True,True,axon_partially_extended,PTC,True,520.0,520.0,520.0
864691135373601736,True,True,axon_partially_extended,PTC,False,4479.0,4479.0,4479.0
864691135701557115,True,True,axon_partially_extended,L5ET,True,3488.0,3488.0,3488.0
864691135122469671,False,False,axon_interareal,L2c,False,104.0,104.0,104.0
864691136966189518,True,True,axon_fully_extended,DTC,False,2621.0,2621.0,2621.0
864691135233730649,False,False,axon_interareal,L3a,False,80.0,80.0,80.0
864691135594101291,True,True,axon_partially_extended,PTC,False,2086.0,2086.0,2086.0
864691135359413848,True,True,axon_partially_extended,ITC,True,327.0,327.0,327.0
864691136209328060,True,True,axon_fully_extended,L3b,False,1529.0,1529.0,1529.0
864691135489434682,True,True,axon_fully_extended,L5a,True,655.0,655.0,655.0
864691135571154925,True,True,axon_partially_extended,STC,True,139.0,139.0,139.0
864691136005322698,True,True,axon_partially_extended,PTC,True,1939.0,1939.0,1939.0
864691135976155459,True,True,axon_partially_extended,STC,True,573.0,573.0,573.0
864691135468161164,False,False,axon_interareal,L3a,False,103.0,103.0,103.0
864691135303514791,True,True,axon_partially_extended,STC,True,444.0,444.0,444.0
864691136100014453,True,True,axon_partially_extended,PTC,False,810.0,810.0,810.0
864691135953216547,True,True,axon_partially_extended,DTC,True,5250.0,5250.0,5250.0
864691135526405723,True,True,axon_fully_extended,DTC,False,2346.0,2346.0,2346.0
864691135684657079,False,False,axon_interareal,L3a,False,95.0,95.0,95.0
864691136487168530,True,True,axon_partially_extended,L5ET,True,2272.0,2272.0,2272.0
864691135857099310,True,True,axon_partially_extended,L5a,False,919.0,919.0,919.0
864691135518510218,True,True,axon_partially_extended,STC,True,99.0,99.0,99.0
864691135416233914,False,False,axon_interareal,L3b,False,131.0,131.0,131.0
864691136521831825,True,True,axon_fully_extended,L5b,False,1893.0,1893.0,1893.0
864691135952122147,True,True,axon_fully_extended,L3a,False,713.0,713.0,713.0
864691135472556082,True,True,axon_partially_extended,DTC,True,742.0,742.0,742.0
864691135782702387,False,False,axon_interareal,L2c,False,809.0,809.0,809.0
864691135660772080,True,True,axon_partially_extended,DTC,True,1140.0,1140.0,1140.0
864691136925825354,True,True,axon_partially_extended,PTC,True,2011.0,2011.0,2011.0
864691135397023777,True,True,axon_fully_extended,L5ET,False,254.0,254.0,254.0
864691136084684396,False,False,axon_interareal,L3a,False,114.0,114.0,114.0
864691135927509716,True,True,axon_partially_extended,PTC,True,4533.0,4533.0,4533.0
864691135394307317,True,True,axon_partially_extended,PTC,True,5576.0,5576.0,5576.0
864691135754773709,True,True,axon_partially_extended,ITC,True,539.0,539.0,539.0
864691136273494206,False,False,axon_interareal,L2c,False,234.0,234.0,234.0
864691135502190941,True,True,axon_partially_extended,PTC,True,2580.0,2580.0,2580.0
864691136176327430,False,False,axon_interareal,L3a,False,87.0,87.0,87.0
864691136452081151,False,False,axon_interareal,L2c,False,125.0,125.0,125.0
864691135212863360,True,True,axon_fully_extended,DTC,False,8110.0,8110.0,8110.0
864691136195284556,True,True,axon_fully_extended,DTC,True,4584.0,4584.0,4584.0
864691136436788382,True,True,axon_partially_extended,ITC,True,611.0,611.0,611.0
864691136143786292,True,True,axon_partially_extended,DTC,True,2072.0,2072.0,2072.0
864691135429763120,False,False,axon_interareal,L3a,False,273.0,273.0,273.0
864691135446065810,True,True,axon_fully_extended,DTC,False,4839.0,4839.0,4839.0
864691136903681458,False,False,axon_interareal,L3b,False,52.0,52.0,52.0
