pt_root_id,strategy_axon_extended_curr,strategy_axon_extended_prev,strategy_axon,cell_type,in_column,curr_num_syn,prev_num_syn,shared_syns
864691135614771147,True,True,axon_fully_extended,L3a,True,806.0,806.0,806.0
864691135571546917,True,True,axon_partially_extended,DTC,True,3246.0,3246.0,3246.0
864691135233730649,False,False,axon_interareal,L3a,False,80.0,80.0,80.0
864691135586354556,True,True,axon_partially_extended,ITC,True,238.0,238.0,238.0
864691136238652476,True,True,axon_fully_extended,L5b,True,1804.0,1804.0,1804.0
864691136903681458,False,False,axon_interareal,L3b,False,52.0,52.0,52.0
864691136052101363,True,True,axon_partially_extended,PTC,True,987.0,987.0,987.0
864691135946994785,True,True,axon_partially_extended,PTC,True,2930.0,2930.0,2930.0
864691136925825354,True,True,axon_partially_extended,PTC,True,2011.0,2011.0,2011.0
864691135992790209,True,True,axon_partially_extended,ITC,True,534.0,534.0,534.0
864691135953216547,True,True,axon_partially_extended,DTC,True,5250.0,5250.0,5245.0
864691135865975260,True,True,axon_partially_extended,ITC,True,567.0,567.0,567.0
864691136273370302,True,True,axon_partially_extended,L6short-a,True,791.0,791.0,791.0
864691135373601736,True,True,axon_partially_extended,PTC,False,4479.0,4479.0,4479.0
864691136136766589,False,False,axon_interareal,L3a,False,93.0,93.0,93.0
864691135564891159,True,True,axon_partially_extended,STC,True,290.0,290.0,290.0
864691135397023777,True,True,axon_fully_extended,L5ET,False,254.0,254.0,254.0
864691135468161164,False,False,axon_interareal,L3a,False,103.0,103.0,103.0
864691136100014453,True,True,axon_partially_extended,PTC,False,810.0,810.0,810.0
864691135360096071,False,False,axon_interareal,L5a,False,320.0,320.0,320.0
864691136066728600,True,True,axon_partially_extended,PTC,True,4928.0,4928.0,4928.0
864691135526405723,True,True,axon_fully_extended,DTC,False,2346.0,2346.0,2346.0
864691135739733140,False,False,axon_interareal,L4a,False,95.0,95.0,95.0
864691136912943345,True,True,axon_partially_extended,ITC,True,492.0,492.0,492.0
864691135358995288,False,False,axon_interareal,L3a,False,121.0,121.0,121.0
864691135777888864,True,True,axon_partially_extended,DTC,True,1104.0,1104.0,1104.0
864691135416233914,False,False,axon_interareal,L3b,False,131.0,131.0,131.0
864691135639556411,True,True,axon_fully_extended,L5b,True,550.0,550.0,550.0
864691135118894813,False,False,axon_interareal,L4b,False,52.0,52.0,52.0
864691135446065810,True,True,axon_fully_extended,DTC,False,4839.0,4839.0,4839.0
864691135502730562,False,False,axon_interareal,L3a,False,72.0,72.0,72.0
864691136124845606,False,False,axon_interareal,L3a,False,70.0,70.0,70.0
864691135772764411,False,False,axon_interareal,L3a,False,107.0,107.0,107.0
864691136012173475,True,True,axon_partially_extended,ITC,True,978.0,978.0,978.0
864691135782544435,True,True,axon_partially_extended,L5ET,False,969.0,969.0,969.0
864691135082840567,True,True,axon_partially_extended,PTC,True,3484.0,3484.0,3483.0
864691135577956101,True,True,axon_partially_extended,ITC,True,311.0,311.0,311.0
864691135976155459,True,True,axon_partially_extended,STC,True,573.0,573.0,573.0
864691135105335373,True,True,axon_partially_extended,DTC,True,169.0,169.0,169.0
864691135954940424,True,True,axon_partially_extended,ITC,True,266.0,266.0,266.0
864691135609687047,True,True,axon_partially_extended,L4c,False,397.0,397.0,397.0
864691134948652540,True,True,axon_partially_extended,PTC,True,1478.0,1478.0,1478.0
864691135864188286,False,False,axon_interareal,L2a,False,157.0,157.0,157.0
864691135995711402,True,True,axon_partially_extended,ITC,True,774.0,774.0,774.0
864691135969582181,True,True,axon_partially_extended,DTC,True,926.0,926.0,926.0
864691136904366770,True,True,axon_partially_extended,DTC,True,865.0,865.0,865.0
864691135293398284,True,True,axon_partially_extended,DTC,True,290.0,290.0,290.0
864691136136778621,False,False,axon_interareal,L2c,False,308.0,308.0,308.0
864691135545730856,True,True,axon_partially_extended,ITC,True,1189.0,1189.0,1189.0
864691135117980637,True,True,axon_partially_extended,L4a,False,395.0,395.0,395.0
864691135359010904,False,False,axon_interareal,L3a,False,72.0,72.0,72.0
864691136273494206,False,False,axon_interareal,L2c,False,234.0,234.0,234.0
864691135303514791,True,True,axon_partially_extended,STC,True,444.0,444.0,444.0
864691136005322698,True,True,axon_partially_extended,PTC,True,1939.0,1939.0,1939.0
864691135394307317,True,True,axon_partially_extended,PTC,True,5576.0,5576.0,5575.0
864691135684284914,True,True,axon_partially_extended,PTC,False,1557.0,1557.0,1557.0
864691135851792071,False,False,axon_interareal,L2a,False,49.0,49.0,49.0
864691135491167207,False,False,axon_interareal,L3a,False,205.0,205.0,205.0
864691135501703746,False,False,axon_interareal,L3a,False,228.0,228.0,228.0
864691136136766845,False,False,axon_interareal,L3b,False,54.0,54.0,54.0
864691136227297105,True,True,axon_partially_extended,DTC,True,1148.0,1148.0,1148.0
864691135976729667,True,True,axon_partially_extended,STC,True,927.0,927.0,927.0
864691135952122147,True,True,axon_fully_extended,L3a,False,713.0,713.0,713.0
864691136137140093,True,True,axon_fully_extended,L5ET,False,5370.0,5370.0,5370.0
864691135701676411,True,True,axon_fully_extended,L3b,True,1407.0,1407.0,1407.0
864691135572385061,False,False,axon_interareal,L3a,False,184.0,184.0,184.0
864691135571154925,True,True,axon_partially_extended,STC,True,139.0,139.0,138.0
864691135132887456,True,True,axon_partially_extended,STC,True,549.0,549.0,549.0
864691135404763374,False,False,axon_interareal,L3a,False,81.0,81.0,81.0
864691135518510218,True,True,axon_partially_extended,STC,True,99.0,99.0,99.0
864691135692949951,False,False,axon_interareal,L3a,False,341.0,341.0,341.0
864691135270320293,False,False,axon_interareal,L3a,False,39.0,39.0,39.0
864691135274631397,True,True,axon_partially_extended,L5ET,True,614.0,614.0,614.0
864691135807648541,True,True,axon_partially_extended,DTC,True,471.0,471.0,470.0
864691135114178969,True,True,axon_fully_extended,L5b,True,1097.0,1097.0,1097.0
864691135491204327,False,False,axon_interareal,L3a,False,106.0,106.0,106.0
864691135113360025,True,True,axon_partially_extended,PTC,False,2101.0,2101.0,2101.0
864691136966961614,True,True,axon_partially_extended,PTC,True,3703.0,3703.0,3703.0
864691136521831825,True,True,axon_fully_extended,L5b,False,1893.0,1893.0,1893.0
864691136662432990,True,True,axon_partially_extended,PTC,True,6649.0,6649.0,6648.0
864691136175901190,True,True,axon_fully_extended,L6short-a,True,943.0,943.0,943.0
864691135684657079,False,False,axon_interareal,L3a,False,95.0,95.0,95.0
864691135387753601,True,True,axon_partially_extended,L6tall-a,True,720.0,720.0,720.0
864691135511632080,True,True,axon_partially_extended,ITC,True,394.0,394.0,394.0
864691135754773709,True,True,axon_partially_extended,ITC,True,539.0,539.0,539.0
864691136209328060,True,True,axon_fully_extended,L3b,False,1529.0,1529.0,1529.0
864691135502190941,True,True,axon_partially_extended,PTC,True,2580.0,2580.0,2580.0
864691135915450982,True,True,axon_partially_extended,STC,True,183.0,183.0,183.0
864691136487168530,True,True,axon_partially_extended,L5ET,True,2272.0,2272.0,2272.0
864691135701557115,True,True,axon_partially_extended,L5ET,True,3488.0,3488.0,3488.0
864691135565770007,True,True,axon_partially_extended,DTC,True,542.0,542.0,542.0
864691135082074359,True,True,axon_partially_extended,L6tall-c,True,460.0,460.0,460.0
864691135857099310,True,True,axon_partially_extended,L5a,False,919.0,919.0,919.0
864691135212863360,True,True,axon_fully_extended,DTC,False,8110.0,8110.0,8110.0
864691135988854016,True,True,axon_partially_extended,L2a,True,253.0,253.0,253.0
864691136066069400,False,False,axon_interareal,L2c,False,235.0,235.0,235.0
864691136195284556,True,True,axon_fully_extended,DTC,True,4584.0,4584.0,4584.0
864691135940847270,False,False,axon_interareal,L3b,False,218.0,218.0,218.0
864691136143786292,True,True,axon_partially_extended,DTC,True,2072.0,2072.0,2071.0
864691136123919654,True,True,axon_partially_extended,PTC,False,4996.0,4996.0,4996.0
