pt_root_id,strategy_axon,cell_type,in_column,curr_num_syn,prev_num_syn,shared_syns
864691135503367517,axon_partially_extended,L6tall-a,True,177.0,177.0,177.0
864691135492613471,axon_fully_extended,L2b,True,290.0,290.0,289.0
864691135610849031,axon_partially_extended,L2b,True,440.0,440.0,440.0
864691135280403873,axon_partially_extended,PTC,True,5044.0,4999.0,5007.0
864691135699487522,axon_fully_extended,DTC,False,14019.0,14019.0,14016.0
864691135067270468,axon_partially_extended,PTC,True,4143.0,4144.0,4134.0
864691135911301033,axon_partially_extended,L2a,True,281.0,281.0,280.0
864691135739733140,axon_interareal,L4a,False,95.0,95.0,95.0
864691135777400237,axon_partially_extended,L6short-a,False,462.0,462.0,462.0
864691136239081532,axon_partially_extended,L3a,True,332.0,332.0,332.0
864691135388427905,axon_partially_extended,PTC,True,3905.0,3905.0,3894.0
864691135585415544,axon_partially_extended,L5a,False,137.0,137.0,137.0
864691135916660582,axon_partially_extended,L3a,True,422.0,422.0,421.0
864691136311059034,axon_partially_extended,L2c,False,692.0,692.0,691.0
864691136451224831,axon_interareal,L3b,False,204.0,204.0,203.0
864691135782265424,axon_partially_extended,L3a,False,535.0,535.0,535.0
864691136313230909,axon_partially_extended,L3b,True,472.0,472.0,472.0
864691135585564280,axon_partially_extended,L4a,True,471.0,471.0,471.0
864691135731707065,axon_partially_extended,L6tall-a,True,129.0,129.0,129.0
864691135570534534,axon_partially_extended,L2b,True,161.0,161.0,161.0
864691135938990901,axon_partially_extended,L6tall-c,True,39.0,39.0,37.0
864691134942169955,axon_partially_extended,L3b,False,1073.0,1074.0,1068.0
864691135546666792,axon_partially_extended,L2b,True,232.0,232.0,231.0
864691135732058297,axon_partially_extended,L3a,True,330.0,330.0,330.0
864691136090326071,axon_fully_extended,L5b,True,2074.0,2074.0,2071.0
864691136452509951,axon_partially_extended,L2b,True,499.0,499.0,499.0
864691135719916081,axon_partially_extended,L4a,True,280.0,280.0,280.0
864691136090632503,axon_partially_extended,L5ET,False,744.0,744.0,744.0
864691135688375264,axon_partially_extended,L2c,True,618.0,618.0,614.0
864691136966189518,axon_fully_extended,DTC,False,2621.0,2621.0,2621.0
864691135585503864,axon_partially_extended,L6tall-c,True,86.0,86.0,86.0
864691136452447743,axon_partially_extended,L2c,False,448.0,448.0,447.0
864691135754773709,axon_partially_extended,ITC,True,539.0,539.0,538.0
864691137198748225,axon_partially_extended,L2b,True,93.0,93.0,93.0
864691135356320463,axon_partially_extended,L6tall-c,True,45.0,45.0,44.0
864691135562004193,axon_partially_extended,L4a,True,531.0,531.0,529.0
864691135585494648,axon_partially_extended,L2b,True,188.0,188.0,188.0
864691136136287883,axon_partially_extended,L6tall-a,True,166.0,166.0,166.0
864691135339516390,axon_partially_extended,DTC,True,9032.0,9036.0,9018.0
864691135308347974,axon_partially_extended,DTC,False,235.0,235.0,233.0
864691136724880893,axon_interareal,L3b,False,94.0,94.0,94.0
864691135479718854,axon_partially_extended,L3b,True,400.0,400.0,399.0
864691136239108156,axon_partially_extended,L2c,False,125.0,125.0,125.0
864691134886404090,axon_fully_extended,L4c,True,932.0,932.0,930.0
864691135214246528,axon_partially_extended,DTC,True,759.0,711.0,700.0
864691135939049988,axon_partially_extended,L4a,True,360.0,361.0,358.0
864691135741458324,axon_partially_extended,L2a,True,853.0,815.0,815.0
864691136117626532,axon_partially_extended,L4b,True,432.0,432.0,432.0
864691135562209249,axon_partially_extended,L3a,True,453.0,453.0,452.0
864691135477469864,axon_partially_extended,L3b,False,844.0,844.0,843.0
864691135610877191,axon_partially_extended,L2c,False,532.0,532.0,532.0
864691135975539779,axon_interareal,L3a,False,1422.0,1422.0,1421.0
864691135474051890,axon_partially_extended,L3a,True,231.0,286.0,231.0
864691135214505784,axon_partially_extended,DTC,True,2185.0,2259.0,2177.0
864691135587371132,axon_partially_extended,L3b,True,308.0,309.0,308.0
864691135939292981,axon_partially_extended,L4b,False,713.0,714.0,713.0
864691135939008565,axon_partially_extended,L2c,False,526.0,526.0,524.0
864691135276504549,axon_partially_extended,L2b,True,283.0,283.0,283.0
864691136195636044,axon_partially_extended,L3b,False,547.0,547.0,547.0
864691136445237123,axon_partially_extended,L2b,True,161.0,161.0,160.0
864691135993274305,axon_partially_extended,L6tall-b,True,213.0,213.0,213.0
864691135782259280,axon_partially_extended,L6tall-b,True,145.0,145.0,145.0
864691136991202453,axon_fully_extended,L5ET,True,1048.0,1048.0,1047.0
864691135510790921,axon_partially_extended,L2c,True,157.0,131.0,131.0
864691135527472987,axon_partially_extended,L2c,True,392.0,392.0,392.0
864691136195767116,axon_partially_extended,L2b,True,134.0,134.0,134.0
864691135915343462,axon_interareal,L4c,False,1088.0,1088.0,1088.0
864691135772774651,axon_partially_extended,DTC,True,4843.0,4843.0,4836.0
864691135464946757,axon_partially_extended,PTC,True,1802.0,1802.0,1802.0
864691135014246390,axon_partially_extended,L6tall-a,True,93.0,93.0,92.0
864691135464787525,axon_partially_extended,L4b,False,338.0,338.0,338.0
864691136194355176,axon_interareal,L3a,False,80.0,80.0,80.0
864691135948123745,axon_partially_extended,L5ET,True,308.0,308.0,308.0
864691135645874159,axon_partially_extended,L2c,True,503.0,503.0,502.0
864691135993020097,axon_partially_extended,L2b,True,264.0,264.0,263.0
864691135954150435,axon_partially_extended,PTC,True,2554.0,2554.0,2553.0
864691135885361520,axon_partially_extended,L6tall-c,True,126.0,126.0,125.0
864691136913261297,axon_partially_extended,DTC,True,2596.0,2596.0,2594.0
864691136619882637,axon_partially_extended,L5a,False,443.0,443.0,443.0
864691135157025636,axon_partially_extended,L6short-a,False,202.0,202.0,202.0
864691134989865338,axon_partially_extended,L3a,False,732.0,732.0,730.0
864691136086206316,axon_fully_extended,L5a,True,526.0,526.0,526.0
864691135279678881,axon_partially_extended,L6short-a,True,394.0,394.0,394.0
864691135361430087,axon_partially_extended,L5b,True,394.0,394.0,393.0
864691135783909427,axon_partially_extended,DTC,False,2831.0,2831.0,2828.0
864691135465343045,axon_partially_extended,L4a,True,661.0,661.0,656.0
864691135928020948,axon_partially_extended,L5a,False,600.0,600.0,600.0
864691135350334935,axon_partially_extended,L2c,True,375.0,375.0,375.0
864691135939017525,axon_partially_extended,L4a,True,505.0,505.0,504.0
864691135772987899,axon_partially_extended,L4b,False,346.0,346.0,346.0
864691134989919098,axon_partially_extended,L6tall-b,True,169.0,169.0,169.0
864691135911348649,axon_partially_extended,L2b,True,113.0,113.0,113.0
864691134941385571,axon_partially_extended,L2c,True,145.0,145.0,143.0
864691135356775887,axon_partially_extended,L2c,False,617.0,644.0,616.0
864691136579408916,axon_partially_extended,L4a,False,1181.0,1185.0,1179.0
864691135763447862,axon_partially_extended,L6tall-b,True,127.0,127.0,127.0
864691135565962775,axon_partially_extended,L3a,False,282.0,282.0,282.0
864691136175901190,axon_fully_extended,L6short-a,True,943.0,943.0,941.0
864691135801376610,axon_partially_extended,L6tall-a,True,206.0,206.0,206.0
864691135701896315,axon_partially_extended,L2c,True,124.0,124.0,123.0
864691136090859831,axon_partially_extended,L4a,True,569.0,569.0,568.0
864691135463695429,axon_interareal,L3a,False,279.0,279.0,279.0
864691135702061947,axon_partially_extended,L6short-b,True,177.0,177.0,176.0
864691135576839710,axon_partially_extended,L2c,True,186.0,186.0,185.0
864691135489434682,axon_fully_extended,L5a,True,655.0,655.0,654.0
864691137198900801,axon_partially_extended,L4a,True,533.0,533.0,531.0
864691135716429850,axon_partially_extended,L2b,True,136.0,136.0,134.0
864691135755308493,axon_fully_extended,L5a,True,434.0,564.0,372.0
864691136380266965,axon_partially_extended,L4b,False,610.0,610.0,607.0
864691136195798504,axon_partially_extended,L5ET,True,179.0,147.0,122.0
864691135501703746,axon_interareal,L3a,False,228.0,228.0,225.0
864691135276188133,axon_partially_extended,L6tall-b,True,194.0,194.0,194.0
864691135396410101,axon_partially_extended,L3b,False,1698.0,1698.0,1690.0
864691135271038885,axon_partially_extended,L2c,True,284.0,284.0,284.0
864691135497743635,axon_interareal,L3a,False,996.0,996.0,996.0
864691135293999030,axon_partially_extended,L2b,True,178.0,164.0,164.0
864691135919645872,axon_interareal,L5a,False,530.0,530.0,530.0
864691135136166681,axon_partially_extended,L2b,True,182.0,182.0,181.0
864691136110256824,axon_partially_extended,L2b,False,276.0,276.0,275.0
864691135778132576,axon_partially_extended,L5a,False,799.0,799.0,799.0
864691135586773628,axon_partially_extended,L6tall-c,True,40.0,40.0,40.0
864691135866927493,axon_partially_extended,L2b,True,254.0,254.0,251.0
864691135890167433,axon_fully_extended,L4c,True,1051.0,1051.0,1049.0
864691135697613077,axon_interareal,L5ET,False,227.0,227.0,227.0
864691135491949287,axon_partially_extended,L3a,True,411.0,411.0,411.0
864691135233242713,axon_interareal,L5a,False,657.0,657.0,657.0
864691136596060322,axon_partially_extended,L6tall-c,True,117.0,117.0,117.0
864691135339103718,axon_partially_extended,L3a,False,552.0,552.0,552.0
864691135118298333,axon_fully_extended,DTC,False,2797.0,2797.0,2790.0
864691135195769130,axon_partially_extended,L3a,False,564.0,564.0,564.0
864691135502190941,axon_partially_extended,PTC,True,2580.0,2580.0,2580.0
864691135857099310,axon_partially_extended,L5a,False,919.0,919.0,919.0
864691135763361078,axon_partially_extended,L2c,True,224.0,224.0,224.0
864691135566155351,axon_partially_extended,L5a,False,170.0,170.0,170.0
864691135693735103,axon_partially_extended,L5a,True,237.0,237.0,237.0
864691135577956101,axon_partially_extended,ITC,True,311.0,311.0,311.0
864691135992790209,axon_partially_extended,ITC,True,534.0,534.0,529.0
864691135511802576,axon_partially_extended,L5a,False,579.0,579.0,579.0
864691136228125521,axon_partially_extended,L3b,True,217.0,217.0,217.0
864691136390183696,axon_interareal,L4b,False,264.0,264.0,264.0
864691136084313196,axon_interareal,L5ET,False,305.0,305.0,305.0
864691136966961614,axon_partially_extended,PTC,True,3703.0,3703.0,3700.0
864691135753932237,axon_interareal,L4b,False,711.0,711.0,710.0
864691135258083503,axon_fully_extended,L2a,True,747.0,774.0,730.0
864691135339530726,axon_partially_extended,L4a,True,477.0,477.0,477.0
864691136967478222,axon_fully_extended,L5b,True,1000.0,905.0,896.0
864691136335213235,axon_partially_extended,L6tall-a,True,371.0,371.0,371.0
864691135271077541,axon_partially_extended,L3b,True,320.0,320.0,319.0
864691136195891788,axon_partially_extended,L3b,True,483.0,483.0,482.0
