pt_root_id,strategy_axon,cell_type,in_column,curr_num_syn,prev_num_syn,shared_syns
864691135938629892,axon_partially_extended,L3a,False,695.0,695.0,695.0
864691135772053835,axon_interareal,L2b,False,481.0,481.0,481.0
864691136106969561,axon_partially_extended,L4b,False,242.0,242.0,242.0
864691135539491442,axon_partially_extended,L4a,False,911.0,911.0,911.0
864691135341198789,axon_interareal,L3b,False,403.0,403.0,403.0
864691136313230909,axon_partially_extended,L3b,True,472.0,472.0,472.0
864691134884807418,axon_interareal,L3a,False,571.0,571.0,568.0
864691135868466710,axon_partially_extended,L4b,False,864.0,864.0,864.0
864691135594982187,axon_partially_extended,L4b,True,748.0,748.0,747.0
864691136391756671,axon_partially_extended,L2b,True,181.0,181.0,179.0
864691135816793679,axon_partially_extended,L2c,True,512.0,512.0,511.0
864691134919403530,axon_partially_extended,L4a,True,416.0,416.0,416.0
864691135763941174,axon_partially_extended,L2a,False,552.0,552.0,551.0
864691135719900721,axon_partially_extended,L4a,True,693.0,693.0,691.0
864691136023980601,axon_interareal,L5a,False,812.0,812.0,812.0
864691136579098388,axon_partially_extended,L3b,True,211.0,211.0,211.0
864691135572712485,axon_partially_extended,L6tall-c,True,21.0,21.0,21.0
864691135101431072,axon_partially_extended,L2a,False,410.0,417.0,409.0
864691135778811325,axon_partially_extended,L3a,True,684.0,684.0,684.0
864691136084313196,axon_interareal,L5ET,False,305.0,305.0,305.0
864691136437698206,axon_partially_extended,L3b,True,243.0,243.0,242.0
864691135375361480,axon_partially_extended,L6tall-a,False,726.0,746.0,724.0
864691135566122071,axon_partially_extended,L6tall-a,True,240.0,240.0,239.0
864691135517376211,axon_fully_extended,L5ET,True,474.0,474.0,470.0
864691135732058297,axon_partially_extended,L3a,True,330.0,330.0,330.0
864691135591726603,axon_partially_extended,L4c,True,213.0,213.0,213.0
864691135741524587,axon_partially_extended,L2a,False,249.0,249.0,249.0
864691136136766845,axon_interareal,L3b,False,54.0,54.0,54.0
864691136445237123,axon_partially_extended,L2b,True,161.0,161.0,160.0
864691135885140848,axon_interareal,L3a,False,313.0,313.0,313.0
864691135491977959,axon_partially_extended,L2b,True,91.0,91.0,91.0
864691136975088156,axon_partially_extended,L4a,True,703.0,703.0,700.0
864691135136188185,axon_partially_extended,L2b,True,195.0,195.0,194.0
864691136903681458,axon_interareal,L3b,False,52.0,52.0,52.0
864691135463695429,axon_interareal,L3a,False,279.0,279.0,279.0
864691135480144070,axon_partially_extended,PTC,False,1752.0,1753.0,1750.0
864691135342418629,axon_partially_extended,L2b,True,163.0,163.0,162.0
864691135015154582,axon_partially_extended,PTC,True,5915.0,5920.0,5910.0
864691136674783111,axon_fully_extended,L3b,True,906.0,806.0,807.0
864691136452609023,axon_partially_extended,L5b,True,432.0,432.0,430.0
864691136021849848,axon_partially_extended,L6tall-c,True,386.0,386.0,386.0
864691135133991072,axon_partially_extended,L6tall-b,True,44.0,44.0,44.0
864691136603221201,axon_partially_extended,L4a,False,812.0,812.0,812.0
864691135948010081,axon_partially_extended,L6tall-c,True,192.0,192.0,191.0
864691136110765496,axon_fully_extended,DTC,True,2195.0,2195.0,2188.0
864691135546161704,axon_partially_extended,L4a,True,861.0,861.0,856.0
864691135014276342,axon_partially_extended,PTC,False,3556.0,3565.0,3554.0
864691135361432391,axon_partially_extended,L6tall-b,True,179.0,179.0,178.0
864691135157025636,axon_partially_extended,L6short-a,False,202.0,202.0,202.0
864691137198748993,axon_partially_extended,L2b,True,88.0,88.0,88.0
864691135293999030,axon_partially_extended,L2b,True,178.0,164.0,164.0
864691135469924178,axon_partially_extended,L4a,True,286.0,286.0,286.0
864691135778290109,axon_partially_extended,PTC,True,3764.0,3764.0,3757.0
864691135817195343,axon_partially_extended,L6short-a,True,397.0,397.0,397.0
864691136674274951,axon_partially_extended,L3a,True,490.0,490.0,487.0
864691135361548615,axon_partially_extended,L6short-a,True,366.0,366.0,365.0
864691135890158729,axon_partially_extended,L2a,True,348.0,348.0,347.0
864691136108938168,axon_interareal,L3a,False,1152.0,1152.0,1152.0
864691135778638013,axon_partially_extended,L2c,False,347.0,347.0,347.0
864691136025184569,axon_partially_extended,L2b,False,140.0,140.0,139.0
864691135375590217,axon_partially_extended,L4b,False,788.0,775.0,772.0
864691135519105930,axon_partially_extended,L3a,True,566.0,566.0,566.0
864691135492613471,axon_fully_extended,L2b,True,290.0,290.0,289.0
864691135476041792,axon_partially_extended,L4a,False,522.0,522.0,520.0
864691135397982753,axon_partially_extended,L5a,False,440.0,440.0,440.0
864691135566155351,axon_partially_extended,L5a,False,170.0,170.0,170.0
864691135742093675,axon_partially_extended,L2a,True,353.0,353.0,352.0
864691135868415766,axon_partially_extended,L5NP,True,301.0,301.0,298.0
864691135773033723,axon_partially_extended,L2c,True,144.0,144.0,144.0
864691135479592902,axon_partially_extended,L2b,True,323.0,323.0,323.0
864691135276504549,axon_partially_extended,L2b,True,283.0,283.0,283.0
864691135763447862,axon_partially_extended,L6tall-b,True,127.0,127.0,127.0
864691135975539779,axon_interareal,L3a,False,1422.0,1422.0,1421.0
864691135349839831,axon_partially_extended,L3a,True,648.0,648.0,646.0
864691135492614239,axon_fully_extended,L4c,False,1616.0,1616.0,1614.0
864691135890141321,axon_partially_extended,L3a,False,703.0,703.0,703.0
864691135356428751,axon_partially_extended,PTC,True,5940.0,5940.0,5930.0
864691135857993774,axon_partially_extended,L4c,False,541.0,563.0,539.0
864691135778773856,axon_partially_extended,ITC,True,193.0,193.0,193.0
864691137198900801,axon_partially_extended,L4a,True,533.0,533.0,531.0
864691135749995049,axon_partially_extended,L2c,False,299.0,299.0,299.0
864691135928029652,axon_partially_extended,L5a,True,669.0,669.0,668.0
864691135782265936,axon_partially_extended,L3b,True,566.0,566.0,565.0
864691135271282085,axon_partially_extended,L4c,True,665.0,665.0,661.0
864691135594817067,axon_partially_extended,L6tall-a,False,225.0,225.0,225.0
864691135885361520,axon_partially_extended,L6tall-c,True,126.0,126.0,125.0
864691135975886447,axon_partially_extended,L2a,True,284.0,284.0,284.0
864691135839577235,axon_partially_extended,DTC,True,2542.0,2568.0,2530.0
864691136125099814,axon_partially_extended,L3b,True,217.0,217.0,216.0
864691135519025802,axon_partially_extended,L2b,True,698.0,698.0,696.0
864691135976028015,axon_partially_extended,L6tall-b,True,362.0,362.0,356.0
864691136390183696,axon_interareal,L4b,False,264.0,264.0,264.0
864691135517531786,axon_interareal,L3a,False,409.0,409.0,409.0
864691135816565839,axon_interareal,L3a,False,865.0,865.0,863.0
864691135782145872,axon_partially_extended,L2b,False,483.0,483.0,483.0
864691135545730856,axon_partially_extended,ITC,True,1189.0,1189.0,1186.0
864691136090326071,axon_fully_extended,L5b,True,2074.0,2074.0,2071.0
864691135969582181,axon_partially_extended,DTC,True,926.0,926.0,923.0
864691136968109774,axon_partially_extended,DTC,True,1499.0,1498.0,1498.0
864691135273844753,axon_partially_extended,L2b,True,148.0,148.0,148.0
