pt_root_id,strategy_axon,cell_type,in_column,curr_num_syn,prev_num_syn,shared_syns
864691135479830982,axon_fully_extended,L4a,True,1962.0,1962.0,1962.0
864691136021936376,axon_partially_extended,L4b,True,112.0,112.0,112.0
864691135688375264,axon_partially_extended,L2c,True,618.0,618.0,615.0
864691134941412707,axon_partially_extended,L3b,True,381.0,381.0,380.0
864691136042322774,axon_partially_extended,DTC,True,786.0,786.0,784.0
864691136391623039,axon_interareal,L5a,False,460.0,460.0,460.0
864691135782278224,axon_partially_extended,L6tall-c,True,35.0,35.0,35.0
864691135014734486,axon_partially_extended,L4b,True,493.0,493.0,493.0
864691135571154925,axon_partially_extended,STC,True,139.0,139.0,138.0
864691135324725404,axon_partially_extended,L4b,True,407.0,407.0,407.0
864691135335937513,axon_partially_extended,L3b,True,484.0,484.0,483.0
864691135360017752,axon_interareal,L2c,False,268.0,268.0,266.0
864691135996158378,axon_partially_extended,L4b,False,565.0,565.0,565.0
864691135741684075,axon_partially_extended,L4a,False,441.0,441.0,441.0
864691135491853159,axon_partially_extended,DTC,True,357.0,357.0,355.0
864691135518791818,axon_partially_extended,PTC,True,4866.0,4866.0,4857.0
864691135157025636,axon_partially_extended,L6short-a,False,202.0,202.0,202.0
864691136195798504,axon_partially_extended,L5ET,True,179.0,146.0,122.0
864691136335184819,axon_partially_extended,L4a,False,288.0,288.0,288.0
864691135801163874,axon_partially_extended,L2c,True,455.0,455.0,455.0
864691136967703758,axon_partially_extended,L3b,False,995.0,995.0,993.0
864691135584008045,axon_partially_extended,L3b,False,852.0,852.0,851.0
864691135725838763,axon_partially_extended,L6tall-a,True,414.0,414.0,411.0
864691134919019786,axon_partially_extended,L4c,True,373.0,373.0,373.0
864691137021382510,axon_fully_extended,L2b,True,286.0,286.0,286.0
864691136058254808,axon_partially_extended,PTC,True,4231.0,4125.0,4161.0
864691135591041291,axon_fully_extended,L2a,False,1044.0,1044.0,1043.0
864691135465381701,axon_partially_extended,PTC,True,2801.0,2801.0,2794.0
864691136025099065,axon_fully_extended,L3a,True,1658.0,1658.0,1651.0
864691135546339880,axon_partially_extended,L4c,True,1338.0,1338.0,1337.0
